,open,high,low,close,volume,vwap,timestamp,transactions,otc,dt,stk_close,iv
29,4.51,4.51,4.5,4.5,4,4.5075,1748012580000,2,,2025-05-23 15:03:00,196.285,0.362984365000361
30,4.5,4.5,4.49,4.49,8,4.4938,1748012640000,4,,2025-05-23 15:04:00,196.14,0.3698772886473616
31,4.43,4.43,4.43,4.43,5,4.43,1748012700000,1,,2025-05-23 15:05:00,195.9515,0.3741664364820517
32,4.31,4.33,4.31,4.33,2,4.32,1748012760000,2,,2025-05-23 15:06:00,195.875,0.36861484127261057
33,4.35,4.35,4.35,4.35,5,4.35,1748012820000,1,,2025-05-23 15:07:00,195.88,0.37029172409626965
34,4.43,4.43,4.4,4.4,6,4.425,1748012880000,2,,2025-05-23 15:08:00,196.02,0.3677133296730324
35,4.4,4.45,4.4,4.44,35,4.4343,1748012940000,16,,2025-05-23 15:09:00,196.14,0.3651643572333074
36,4.45,4.5,4.45,4.5,3,4.4667,1748013000000,2,,2025-05-23 15:10:00,196.26,0.36447914130097936
37,4.5,4.5,4.5,4.5,2,4.5,1748013060000,1,,2025-05-23 15:11:00,196.4288,0.35525316014430075
38,4.6,4.65,4.5,4.5,6,4.5417,1748013120000,4,,2025-05-23 15:12:00,196.2182,0.36678352946717196
39,4.34,4.34,4.3,4.3,4,4.31,1748013180000,4,,2025-05-23 15:13:00,195.8503,0.36716875873765364
40,4.27,4.35,4.25,4.35,13,4.3331,1748013240000,4,,2025-05-23 15:14:00,196.0808,0.3597763359224361
41,4.38,4.4,4.35,4.4,22,4.3932,1748013300000,5,,2025-05-23 15:15:00,195.9645,0.37079573118294873
42,4.33,4.34,4.33,4.34,6,4.335,1748013420000,2,,2025-05-23 15:17:00,196.005,0.3629180828794114
43,4.33,4.33,4.33,4.33,75,4.33,1748013480000,1,,2025-05-23 15:18:00,196.235,0.34960013214597474
44,4.4,4.5,4.4,4.5,14,4.4679,1748013540000,8,,2025-05-23 15:19:00,196.1457,0.37082976779847665
45,4.41,4.41,4.41,4.41,1,4.41,1748013600000,1,,2025-05-23 15:20:00,196.2327,0.3574783458139632
46,4.47,4.47,4.45,4.45,6,4.4667,1748013660000,2,,2025-05-23 15:21:00,196.355,0.3546776361002688
47,4.44,4.5,4.44,4.5,6,4.49,1748013720000,2,,2025-05-23 15:22:00,196.43,0.3553955262185673
48,4.53,4.53,4.53,4.53,5,4.53,1748013780000,1,,2025-05-23 15:23:00,196.43,0.35831530143282087
49,4.54,4.55,4.54,4.55,4,4.5425,1748013840000,2,,2025-05-23 15:24:00,196.44,0.35971572372730476
50,4.53,4.54,4.53,4.54,2,4.535,1748013900000,2,,2025-05-23 15:25:00,196.3901,0.3615195707521396
51,4.5,4.5,4.5,4.5,1,4.5,1748013960000,1,,2025-05-23 15:26:00,196.37,0.3587790901031024
52,4.55,4.55,4.55,4.55,32,4.55,1748014080000,3,,2025-05-23 15:28:00,196.45,0.35923955977135924
53,4.55,4.6,4.55,4.6,22,4.5968,1748014140000,3,,2025-05-23 15:29:00,196.59,0.35630246584162373
54,4.58,4.65,4.58,4.65,2,4.615,1748014200000,2,,2025-05-23 15:30:00,196.6742,0.35643387884064104
55,4.65,4.7,4.6,4.69,33,4.6648,1748014260000,5,,2025-05-23 15:31:00,196.72,0.3577462837968931
56,4.7,4.75,4.7,4.72,19,4.7195,1748014320000,10,,2025-05-23 15:32:00,196.81,0.35555764997366046
57,4.7,4.7,4.7,4.7,2,4.7,1748014380000,1,,2025-05-23 15:33:00,196.74,0.35762144016741804
58,4.7,4.7,4.7,4.7,55,4.7,1748014440000,5,,2025-05-23 15:34:00,196.77,0.35593343779933073
59,4.6,4.73,4.6,4.71,24,4.6192,1748014500000,6,,2025-05-23 15:35:00,196.81,0.35464100022269773
60,4.79,4.79,4.77,4.79,8,4.7775,1748014560000,4,,2025-05-23 15:36:00,196.84,0.36073293878048907
61,4.8,4.9,4.8,4.84,32,4.8306,1748014620000,11,,2025-05-23 15:37:00,197.02,0.3552311096640318
62,4.9,4.9,4.77,4.77,17,4.8453,1748014680000,9,,2025-05-23 15:38:00,196.78,0.3622500510415171
63,4.72,4.72,4.6,4.6,17,4.6412,1748014740000,3,,2025-05-23 15:39:00,196.6,0.3559317747139421
64,4.63,4.63,4.63,4.63,4,4.63,1748014860000,1,,2025-05-23 15:41:00,196.468,0.36623604735402304
65,4.58,4.58,4.58,4.58,5,4.58,1748014920000,2,,2025-05-23 15:42:00,196.81,0.3421010122944985
